MaDotBiTich;MaGiaoDan;GhiChu;UpdateDate;MaGiaoXuRieng
561;3427;;2018/10/05 01:43:01;1234
562;4128;;2018/10/05 01:43:01;1234
563;4108;;2018/10/05 01:43:01;1234
564;4123;;2018/10/05 01:43:01;1234
565;3742;;2018/10/05 01:43:01;1234
566;585;;2018/10/05 01:43:01;1234
567;450;;2018/10/05 01:43:01;1234
568;68;;2018/10/05 01:43:01;1234
569;505;;2018/10/05 01:43:01;1234
570;616;;2018/10/05 01:43:01;1234
571;649;;2018/10/05 01:43:01;1234
572;1134;;2018/10/05 01:43:01;1234
573;755;;2018/10/05 01:43:01;1234
574;376;;2018/10/05 01:43:01;1234
575;770;;2018/10/05 01:43:01;1234
576;1328;;2018/10/05 01:43:01;1234
577;438;;2018/10/05 01:43:01;1234
578;3193;;2018/10/05 01:43:01;1234
579;2391;;2018/10/05 01:43:01;1234
580;2401;;2018/10/05 01:43:01;1234
581;1997;;2018/10/05 01:43:01;1234
582;2529;;2018/10/05 01:43:01;1234
583;2418;;2018/10/05 01:43:01;1234
584;1800;;2018/10/05 01:43:01;1234
585;3099;;2018/10/05 01:43:01;1234
586;885;;2018/10/05 01:43:01;1234
587;3069;;2018/10/05 01:43:01;1234
588;2017;;2018/10/05 01:43:01;1234
589;3041;;2018/10/05 01:43:01;1234
580;832;;2018/10/05 01:43:01;1234
590;2643;;2018/10/05 01:43:01;1234
591;2009;;2018/10/05 01:43:01;1234
592;2155;;2018/10/05 01:43:01;1234
593;2362;;2018/10/05 01:43:01;1234
594;3157;;2018/10/05 01:43:01;1234
570;3227;;2018/10/05 01:43:01;1234
595;3671;;2018/10/05 01:43:01;1234
596;3822;;2018/10/05 01:43:01;1234
597;4042;;2018/10/05 01:43:01;1234
598;3442;;2018/10/05 01:43:01;1234
599;4131;;2018/10/05 01:43:01;1234
600;4157;;2018/10/05 01:43:01;1234
601;916;;2018/10/05 01:43:01;1234
602;280;;2018/10/05 01:43:01;1234
603;992;;2018/10/05 01:43:01;1234
604;1376;;2018/10/05 01:43:01;1234
605;999;;2018/10/05 01:43:01;1234
606;1295;;2018/10/05 01:43:01;1234
607;1294;;2018/10/05 01:43:01;1234
608;355;;2018/10/05 01:43:01;1234
609;105;;2018/10/05 01:43:01;1234
610;372;;2018/10/05 01:43:01;1234
611;2644;;2018/10/05 01:43:01;1234
612;2857;;2018/10/05 01:43:01;1234
613;2597;;2018/10/05 01:43:01;1234
614;2568;;2018/10/05 01:43:01;1234
615;2114;;2018/10/05 01:43:01;1234
616;2596;;2018/10/05 01:43:01;1234
617;2201;;2018/10/05 01:43:01;1234
618;2088;;2018/10/05 01:43:01;1234
619;3053;;2018/10/05 01:43:01;1234
620;3046;;2018/10/05 01:43:01;1234
601;3180;;2018/10/05 01:43:01;1234
621;3200;;2018/10/05 01:43:01;1234
618;1870;;2018/10/05 01:43:01;1234
622;4121;;2018/10/05 01:43:01;1234
623;3619;;2018/10/05 01:43:01;1234
624;3370;;2018/10/05 01:43:01;1234
625;3838;;2018/10/05 01:43:01;1234
626;3371;;2018/10/05 01:43:01;1234
627;3894;;2018/10/05 01:43:01;1234
628;3384;;2018/10/05 01:43:01;1234
629;3951;;2018/10/05 01:43:01;1234
630;1286;;2018/10/05 01:43:01;1234
631;815;;2018/10/05 01:43:01;1234
632;1695;;2018/10/05 01:43:01;1234
633;1284;;2018/10/05 01:43:01;1234
634;779;;2018/10/05 01:43:01;1234
635;1194;;2018/10/05 01:43:01;1234
636;452;;2018/10/05 01:43:01;1234
637;586;;2018/10/05 01:43:01;1234
638;412;;2018/10/05 01:43:01;1234
634;1239;;2018/10/05 01:43:01;1234
639;341;;2018/10/05 01:43:01;1234
640;2988;;2018/10/05 01:43:01;1234
641;2915;;2018/10/05 01:43:01;1234
642;3176;;2018/10/05 01:43:01;1234
643;3178;;2018/10/05 01:43:01;1234
644;2043;;2018/10/05 01:43:01;1234
645;1899;;2018/10/05 01:43:01;1234
646;1909;;2018/10/05 01:43:01;1234
647;3079;;2018/10/05 01:43:01;1234
648;1988;;2018/10/05 01:43:01;1234
649;2448;;2018/10/05 01:43:01;1234
650;2604;;2018/10/05 01:43:01;1234
651;1916;;2018/10/05 01:43:01;1234
652;3797;;2018/10/05 01:43:01;1234
653;3620;;2018/10/05 01:43:01;1234
654;4133;;2018/10/05 01:43:01;1234
655;3610;;2018/10/05 01:43:01;1234
656;3767;;2018/10/05 01:43:01;1234
657;3614;;2018/10/05 01:43:01;1234
658;1429;;2018/10/05 01:43:01;1234
659;1214;;2018/10/05 01:43:01;1234
660;1118;;2018/10/05 01:43:01;1234
661;184;;2018/10/05 01:43:01;1234
656;911;;2018/10/05 01:43:01;1234
662;40;;2018/10/05 01:43:01;1234
663;1707;;2018/10/05 01:43:01;1234
664;1230;;2018/10/05 01:43:01;1234
665;1585;;2018/10/05 01:43:01;1234
666;973;;2018/10/05 01:43:01;1234
660;27;;2018/10/05 01:43:01;1234
667;3796;;2018/10/05 01:43:01;1234
668;626;;2018/10/05 01:43:01;1234
669;15;;2018/10/05 01:43:01;1234
666;540;;2018/10/05 01:43:01;1234
662;106;;2018/10/05 01:43:01;1234
670;2737;;2018/10/05 01:43:01;1234
671;2207;;2018/10/05 01:43:01;1234
672;2904;;2018/10/05 01:43:01;1234
673;3073;;2018/10/05 01:43:01;1234
674;1953;;2018/10/05 01:43:01;1234
672;2314;;2018/10/05 01:43:01;1234
675;3091;;2018/10/05 01:43:01;1234
676;2089;;2018/10/05 01:43:01;1234
677;1952;;2018/10/05 01:43:01;1234
678;1894;;2018/10/05 01:43:01;1234
679;2113;;2018/10/05 01:43:01;1234
680;1763;;2018/10/05 01:43:01;1234
681;1777;;2018/10/05 01:43:01;1234
682;2056;;2018/10/05 01:43:01;1234
683;1807;;2018/10/05 01:43:01;1234
684;3250;;2018/10/05 01:43:01;1234
666;2444;;2018/10/05 01:43:01;1234
685;2413;;2018/10/05 01:43:01;1234
686;2387;;2018/10/05 01:43:01;1234
687;2375;;2018/10/05 01:43:01;1234
688;3556;;2018/10/05 01:43:01;1234
689;3743;;2018/10/05 01:43:01;1234
690;3623;;2018/10/05 01:43:01;1234
691;3501;;2018/10/05 01:43:01;1234
692;3780;;2018/10/05 01:43:01;1234
693;3839;;2018/10/05 01:43:01;1234
694;3439;;2018/10/05 01:43:01;1234
695;4186;;2018/10/05 01:43:01;1234
696;508;;2018/10/05 01:43:01;1234
697;1083;;2018/10/05 01:43:01;1234
698;1388;;2018/10/05 01:43:01;1234
699;1084;;2018/10/05 01:43:01;1234
700;1116;;2018/10/05 01:43:01;1234
701;993;;2018/10/05 01:43:01;1234
698;1071;;2018/10/05 01:43:01;1234
696;1513;;2018/10/05 01:43:01;1234
702;1750;;2018/10/05 01:43:01;1234
703;1590;;2018/10/05 01:43:01;1234
704;1685;;2018/10/05 01:43:01;1234
705;2805;;2018/10/05 01:43:01;1234
706;3173;;2018/10/05 01:43:01;1234
707;3297;;2018/10/05 01:43:01;1234
708;4022;;2018/10/05 01:43:01;1234
709;2567;;2018/10/05 01:43:01;1234
710;2326;;2018/10/05 01:43:01;1234
711;2231;;2018/10/05 01:43:01;1234
712;2697;;2018/10/05 01:43:01;1234
700;2269;;2018/10/05 01:43:01;1234
705;1930;;2018/10/05 01:43:01;1234
713;1895;;2018/10/05 01:43:01;1234
714;3128;;2018/10/05 01:43:01;1234
715;2804;;2018/10/05 01:43:01;1234
688;2803;;2018/10/05 01:43:01;1234
696;2789;;2018/10/05 01:43:01;1234
716;2286;;2018/10/05 01:43:01;1234
717;2783;;2018/10/05 01:43:01;1234
718;1907;;2018/10/05 01:43:01;1234
719;2445;;2018/10/05 01:43:01;1234
704;2110;;2018/10/05 01:43:01;1234
720;2980;;2018/10/05 01:43:01;1234
721;3950;;2018/10/05 01:43:01;1234
722;3896;;2018/10/05 01:43:01;1234
723;3688;;2018/10/05 01:43:01;1234
724;3363;;2018/10/05 01:43:01;1234
725;3448;;2018/10/05 01:43:01;1234
726;974;;2018/10/05 01:43:01;1234
727;1039;;2018/10/05 01:43:01;1234
728;1488;;2018/10/05 01:43:01;1234
729;113;;2018/10/05 01:43:01;1234
730;356;;2018/10/05 01:43:01;1234
731;664;;2018/10/05 01:43:01;1234
732;627;;2018/10/05 01:43:01;1234
733;185;;2018/10/05 01:43:01;1234
734;156;;2018/10/05 01:43:01;1234
726;521;;2018/10/05 01:43:01;1234
735;377;;2018/10/05 01:43:01;1234
736;143;;2018/10/05 01:43:01;1234
726;2960;;2018/10/05 01:43:01;1234
737;3114;;2018/10/05 01:43:01;1234
738;1838;;2018/10/05 01:43:01;1234
739;2287;;2018/10/05 01:43:01;1234
740;3000;;2018/10/05 01:43:01;1234
741;3720;;2018/10/05 01:43:01;1234
742;3122;;2018/10/05 01:43:01;1234
726;2324;;2018/10/05 01:43:01;1234
740;2971;;2018/10/05 01:43:01;1234
743;1801;;2018/10/05 01:43:01;1234
744;2229;;2018/10/05 01:43:01;1234
745;3123;;2018/10/05 01:43:01;1234
725;3009;;2018/10/05 01:43:01;1234
746;2989;;2018/10/05 01:43:01;1234
747;3253;;2018/10/05 01:43:01;1234
748;3279;;2018/10/05 01:43:01;1234
741;1998;;2018/10/05 01:43:01;1234
746;2305;;2018/10/05 01:43:01;1234
727;825;;2018/10/05 01:43:01;1234
749;3212;;2018/10/05 01:43:01;1234
728;2358;;2018/10/05 01:43:01;1234
742;3124;;2018/10/05 01:43:01;1234
750;1764;;2018/10/05 01:43:01;1234
751;3509;;2018/10/05 01:43:01;1234
752;4149;;2018/10/05 01:43:01;1234
753;3434;;2018/10/05 01:43:01;1234
754;3536;;2018/10/05 01:43:01;1234
753;3885;;2018/10/05 01:43:01;1234
755;3613;;2018/10/05 01:43:01;1234
757;3632;;2018/10/05 01:43:01;1234
758;4129;;2018/10/05 01:43:01;1234
759;4059;;2018/10/05 01:43:01;1234
760;4185;;2018/10/05 01:43:01;1234
761;3552;;2018/10/05 01:43:01;1234
762;771;;2018/10/05 01:43:01;1234
763;1680;;2018/10/05 01:43:01;1234
764;1514;;2018/10/05 01:43:01;1234
765;16;;2018/10/05 01:43:01;1234
766;995;;2018/10/05 01:43:01;1234
767;1463;;2018/10/05 01:43:01;1234
768;1125;;2018/10/05 01:43:01;1234
762;81;;2018/10/05 01:43:01;1234
769;918;;2018/10/05 01:43:01;1234
770;1389;;2018/10/05 01:43:01;1234
765;602;;2018/10/05 01:43:01;1234
765;791;;2018/10/05 01:43:01;1234
756;2928;;2018/10/05 01:43:01;1234
771;2927;;2018/10/05 01:43:01;1234
772;1871;;2018/10/05 01:43:01;1234
773;2493;;2018/10/05 01:43:01;1234
774;2035;;2018/10/05 01:43:01;1234
775;2414;;2018/10/05 01:43:01;1234
776;3087;;2018/10/05 01:43:01;1234
777;3303;;2018/10/05 01:43:01;1234
778;1889;;2018/10/05 01:43:01;1234
779;1778;;2018/10/05 01:43:01;1234
780;2698;;2018/10/05 01:43:01;1234
781;826;;2018/10/05 01:43:01;1234
782;1908;;2018/10/05 01:43:01;1234
764;2981;;2018/10/05 01:43:01;1234
783;3183;;2018/10/05 01:43:01;1234
764;2312;;2018/10/05 01:43:01;1234
784;2494;;2018/10/05 01:43:01;1234
785;1891;;2018/10/05 01:43:01;1234
786;2313;;2018/10/05 01:43:01;1234
787;4240;;2018/10/05 01:43:01;1234
788;4077;;2018/10/05 01:43:01;1234
789;3708;;2018/10/05 01:43:01;1234
790;4043;;2018/10/05 01:43:01;1234
791;4275;;2018/10/05 01:43:01;1234
792;3707;;2018/10/05 01:43:01;1234
793;3624;;2018/10/05 01:43:01;1234
794;4035;;2018/10/05 01:43:01;1234
795;3551;;2018/10/05 01:43:01;1234
796;3520;;2018/10/05 01:43:01;1234
787;4187;;2018/10/05 01:43:01;1234
797;1613;;2018/10/05 01:43:01;1234
798;780;;2018/10/05 01:43:01;1234
799;1234;;2018/10/05 01:43:01;1234
800;1240;;2018/10/05 01:43:01;1234
801;1489;;2018/10/05 01:43:01;1234
802;276;;2018/10/05 01:43:01;1234
803;1751;;2018/10/05 01:43:01;1234
804;177;;2018/10/05 01:43:01;1234
805;414;;2018/10/05 01:43:01;1234
806;930;;2018/10/05 01:43:01;1234
807;1447;;2018/10/05 01:43:01;1234
808;1725;;2018/10/05 01:43:01;1234
799;2159;;2018/10/05 01:43:01;1234
801;2790;;2018/10/05 01:43:01;1234
809;3184;;2018/10/05 01:43:01;1234
810;3198;;2018/10/05 01:43:01;1234
811;3206;;2018/10/05 01:43:01;1234
812;2661;;2018/10/05 01:43:01;1234
813;2376;;2018/10/05 01:43:01;1234
814;1919;;2018/10/05 01:43:01;1234
815;3181;;2018/10/05 01:43:01;1234
816;2645;;2018/10/05 01:43:01;1234
817;3015;;2018/10/05 01:43:01;1234
818;3021;;2018/10/05 01:43:01;1234
804;2916;;2018/10/05 01:43:01;1234
819;2356;;2018/10/05 01:43:01;1234
820;3508;;2018/10/05 01:43:01;1234
821;3945;;2018/10/05 01:43:01;1234
822;4049;;2018/10/05 01:43:01;1234
823;3807;;2018/10/05 01:43:01;1234
824;3981;;2018/10/05 01:43:01;1234
825;4164;;2018/10/05 01:43:01;1234
826;3399;;2018/10/05 01:43:01;1234
827;3923;;2018/10/05 01:43:01;1234
828;3351;;2018/10/05 01:43:01;1234
829;3840;;2018/10/05 01:43:01;1234
830;3631;;2018/10/05 01:43:01;1234
831;338;;2018/10/05 01:43:01;1234
832;327;;2018/10/05 01:43:01;1234
833;1582;;2018/10/05 01:43:01;1234
834;975;;2018/10/05 01:43:01;1234
835;1030;;2018/10/05 01:43:01;1234
836;1571;;2018/10/05 01:43:01;1234
837;107;;2018/10/05 01:43:01;1234
833;1607;;2018/10/05 01:43:01;1234
838;1549;;2018/10/05 01:43:01;1234
824;3;;2018/10/05 01:43:01;1234
839;1464;;2018/10/05 01:43:01;1234
840;232;;2018/10/05 01:43:01;1234
841;1676;;2018/10/05 01:43:01;1234
835;223;;2018/10/05 01:43:01;1234
824;1390;;2018/10/05 01:43:01;1234
842;9;;2018/10/05 01:43:01;1234
836;772;;2018/10/05 01:43:01;1234
836;735;;2018/10/05 01:43:01;1234
843;1313;;2018/10/05 01:43:01;1234
844;2711;;2018/10/05 01:43:01;1234
845;1892;;2018/10/05 01:43:01;1234
836;3153;;2018/10/05 01:43:01;1234
846;2378;;2018/10/05 01:43:01;1234
847;2238;;2018/10/05 01:43:01;1234
832;3005;;2018/10/05 01:43:01;1234
848;3209;;2018/10/05 01:43:01;1234
849;2172;;2018/10/05 01:43:01;1234
834;3115;;2018/10/05 01:43:01;1234
836;2249;;2018/10/05 01:43:01;1234
850;3239;;2018/10/05 01:43:01;1234
835;2049;;2018/10/05 01:43:01;1234
851;3208;;2018/10/05 01:43:01;1234
852;1974;;2018/10/05 01:43:01;1234
840;2839;;2018/10/05 01:43:01;1234
853;4241;;2018/10/05 01:43:01;1234
854;4119;;2018/10/05 01:43:01;1234
855;4204;;2018/10/05 01:43:01;1234
856;3550;;2018/10/05 01:43:01;1234
857;3884;;2018/10/05 01:43:01;1234
858;4212;;2018/10/05 01:43:01;1234
859;4010;;2018/10/05 01:43:01;1234
860;3841;;2018/10/05 01:43:01;1234
861;4045;;2018/10/05 01:43:01;1234
862;947;;2018/10/05 01:43:01;1234
863;287;;2018/10/05 01:43:01;1234
864;522;;2018/10/05 01:43:01;1234
865;157;;2018/10/05 01:43:01;1234
866;740;;2018/10/05 01:43:01;1234
867;760;;2018/10/05 01:43:01;1234
868;109;;2018/10/05 01:43:01;1234
867;578;;2018/10/05 01:43:01;1234
869;1415;;2018/10/05 01:43:01;1234
870;1754;;2018/10/05 01:43:01;1234
871;1515;;2018/10/05 01:43:01;1234
872;1583;;2018/10/05 01:43:01;1234
873;1587;;2018/10/05 01:43:01;1234
874;451;;2018/10/05 01:43:01;1234
871;361;;2018/10/05 01:43:01;1234
867;603;;2018/10/05 01:43:01;1234
875;178;;2018/10/05 01:43:01;1234
871;526;;2018/10/05 01:43:01;1234
876;1550;;2018/10/05 01:43:01;1234
867;2948;;2018/10/05 01:43:01;1234
874;2583;;2018/10/05 01:43:01;1234
872;1779;;2018/10/05 01:43:01;1234
875;2098;;2018/10/05 01:43:01;1234
877;2720;;2018/10/05 01:43:01;1234
866;3261;;2018/10/05 01:43:01;1234
878;3248;;2018/10/05 01:43:01;1234
873;2497;;2018/10/05 01:43:01;1234
879;2377;;2018/10/05 01:43:01;1234
866;2714;;2018/10/05 01:43:01;1234
880;1808;;2018/10/05 01:43:01;1234
881;2280;;2018/10/05 01:43:01;1234
864;2899;;2018/10/05 01:43:01;1234
874;3001;;2018/10/05 01:43:01;1234
867;2291;;2018/10/05 01:43:01;1234
882;1920;;2018/10/05 01:43:01;1234
883;2774;;2018/10/05 01:43:01;1234
884;2267;;2018/10/05 01:43:01;1234
885;2232;;2018/10/05 01:43:01;1234
886;1890;;2018/10/05 01:43:01;1234
887;2791;;2018/10/05 01:43:01;1234
888;2846;;2018/10/05 01:43:01;1234
864;2184;;2018/10/05 01:43:01;1234
874;2751;;2018/10/05 01:43:01;1234
889;3063;;2018/10/05 01:43:01;1234
882;1921;;2018/10/05 01:43:01;1234
864;2160;;2018/10/05 01:43:01;1234
890;3133;;2018/10/05 01:43:01;1234
891;4025;;2018/10/05 01:43:01;1234
892;3997;;2018/10/05 01:43:01;1234
893;3703;;2018/10/05 01:43:01;1234
894;4078;;2018/10/05 01:43:01;1234
895;3505;;2018/10/05 01:43:01;1234
896;4217;;2018/10/05 01:43:01;1234
897;4024;;2018/10/05 01:43:01;1234
898;3482;;2018/10/05 01:43:01;1234
899;4263;;2018/10/05 01:43:01;1234
900;4048;;2018/10/05 01:43:01;1234
901;3932;;2018/10/05 01:43:01;1234
902;1270;;2018/10/05 01:43:01;1234
903;149;;2018/10/05 01:43:01;1234
904;1391;;2018/10/05 01:43:01;1234
902;1045;;2018/10/05 01:43:01;1234
905;1421;;2018/10/05 01:43:01;1234
903;1053;;2018/10/05 01:43:01;1234
906;891;;2018/10/05 01:43:01;1234
907;171;;2018/10/05 01:43:01;1234
908;319;;2018/10/05 01:43:01;1234
909;1738;;2018/10/05 01:43:01;1234
910;328;;2018/10/05 01:43:01;1234
902;1496;;2018/10/05 01:43:01;1234
911;1614;;2018/10/05 01:43:01;1234
912;1090;;2018/10/05 01:43:01;1234
902;542;;2018/10/05 01:43:01;1234
903;2726;;2018/10/05 01:43:01;1234
913;2467;;2018/10/05 01:43:01;1234
914;2995;;2018/10/05 01:43:01;1234
915;2270;;2018/10/05 01:43:01;1234
916;1839;;2018/10/05 01:43:01;1234
902;2974;;2018/10/05 01:43:01;1234
917;2166;;2018/10/05 01:43:01;1234
918;2171;;2018/10/05 01:43:01;1234
919;2252;;2018/10/05 01:43:01;1234
920;3195;;2018/10/05 01:43:01;1234
921;1847;;2018/10/05 01:43:01;1234
922;3010;;2018/10/05 01:43:01;1234
923;1830;;2018/10/05 01:43:01;1234
924;3244;;2018/10/05 01:43:01;1234
925;3251;;2018/10/05 01:43:01;1234
919;2173;;2018/10/05 01:43:01;1234
912;3273;;2018/10/05 01:43:01;1234
926;3077;;2018/10/05 01:43:01;1234
919;1975;;2018/10/05 01:43:01;1234
927;3054;;2018/10/05 01:43:01;1234
928;2250;;2018/10/05 01:43:01;1234
920;2983;;2018/10/05 01:43:01;1234
902;2408;;2018/10/05 01:43:01;1234
929;2892;;2018/10/05 01:43:01;1234
930;2996;;2018/10/05 01:43:01;1234
931;4182;;2018/10/05 01:43:01;1234
932;4174;;2018/10/05 01:43:01;1234
933;4009;;2018/10/05 01:43:01;1234
934;3994;;2018/10/05 01:43:01;1234
935;3323;;2018/10/05 01:43:01;1234
936;3666;;2018/10/05 01:43:01;1234
937;3326;;2018/10/05 01:43:01;1234
938;3652;;2018/10/05 01:43:01;1234
939;3348;;2018/10/05 01:43:01;1234
932;3483;;2018/10/05 01:43:01;1234
940;4006;;2018/10/05 01:43:01;1234
941;3676;;2018/10/05 01:43:01;1234
942;3519;;2018/10/05 01:43:01;1234
943;4118;;2018/10/05 01:43:01;1234
944;3570;;2018/10/05 01:43:01;1234
945;3514;;2018/10/05 01:43:01;1234
941;3672;;2018/10/05 01:43:01;1234
946;3809;;2018/10/05 01:43:01;1234
947;3543;;2018/10/05 01:43:01;1234
948;944;;2018/10/05 01:43:01;1234
949;899;;2018/10/05 01:43:01;1234
950;579;;2018/10/05 01:43:01;1234
939;642;;2018/10/05 01:43:01;1234
951;1572;;2018/10/05 01:43:01;1234
952;931;;2018/10/05 01:43:01;1234
953;1004;;2018/10/05 01:43:01;1234
954;1576;;2018/10/05 01:43:01;1234
939;567;;2018/10/05 01:43:01;1234
955;1650;;2018/10/05 01:43:01;1234
956;339;;2018/10/05 01:43:01;1234
939;93;;2018/10/05 01:43:01;1234
943;233;;2018/10/05 01:43:01;1234
957;1075;;2018/10/05 01:43:01;1234
939;1643;;2018/10/05 01:43:01;1234
957;108;;2018/10/05 01:43:01;1234
957;1490;;2018/10/05 01:43:01;1234
948;82;;2018/10/05 01:43:01;1234
957;462;;2018/10/05 01:43:01;1234
958;1662;;2018/10/05 01:43:01;1234
959;1465;;2018/10/05 01:43:01;1234
950;362;;2018/10/05 01:43:01;1234
951;1434;;2018/10/05 01:43:01;1234
960;4;;2018/10/05 01:43:01;1234
939;346;;2018/10/05 01:43:01;1234
961;1180;;2018/10/05 01:43:01;1234
948;962;;2018/10/05 01:43:01;1234
939;761;;2018/10/05 01:43:01;1234
957;1139;;2018/10/05 01:43:01;1234
951;1126;;2018/10/05 01:43:01;1234
962;2835;;2018/10/05 01:43:01;1234
950;3002;;2018/10/05 01:43:01;1234
954;2241;;2018/10/05 01:43:01;1234
953;1944;;2018/10/05 01:43:01;1234
963;3240;;2018/10/05 01:43:01;1234
964;2662;;2018/10/05 01:43:01;1234
957;2826;;2018/10/05 01:43:01;1234
965;2050;;2018/10/05 01:43:01;1234
966;3213;;2018/10/05 01:43:01;1234
967;1802;;2018/10/05 01:43:01;1234
968;2022;;2018/10/05 01:43:01;1234
969;2752;;2018/10/05 01:43:01;1234
953;2613;;2018/10/05 01:43:01;1234
950;2134;;2018/10/05 01:43:01;1234
939;2847;;2018/10/05 01:43:01;1234
947;3321;;2018/10/05 01:43:01;1234
950;2990;;2018/10/05 01:43:01;1234
967;1759;;2018/10/05 01:43:01;1234
951;2584;;2018/10/05 01:43:01;1234
970;3793;;2018/10/05 01:43:01;1234
971;1755;;2018/10/05 01:43:01;1234
948;2719;;2018/10/05 01:43:01;1234
972;3205;;2018/10/05 01:43:01;1234
973;2931;;2018/10/05 01:43:01;1234
974;2397;;2018/10/05 01:43:01;1234
965;3921;;2018/10/05 01:43:01;1234
975;4082;;2018/10/05 01:43:01;1234
957;2118;;2018/10/05 01:43:01;1234
950;2693;;2018/10/05 01:43:01;1234
976;3190;;2018/10/05 01:43:01;1234
939;3191;;2018/10/05 01:43:01;1234
932;3211;;2018/10/05 01:43:01;1234
977;2784;;2018/10/05 01:43:01;1234
978;3888;;2018/10/05 01:43:01;1234
979;4065;;2018/10/05 01:43:01;1234
980;3995;;2018/10/05 01:43:01;1234
981;3549;;2018/10/05 01:43:01;1234
982;3542;;2018/10/05 01:43:01;1234
979;3967;;2018/10/05 01:43:01;1234
984;3961;;2018/10/05 01:43:01;1234
985;179;;2018/10/05 01:43:01;1234
986;1054;;2018/10/05 01:43:01;1234
987;172;;2018/10/05 01:43:01;1234
988;736;;2018/10/05 01:43:01;1234
985;1263;;2018/10/05 01:43:01;1234
989;1534;;2018/10/05 01:43:01;1234
990;277;;2018/10/05 01:43:01;1234
991;598;;2018/10/05 01:43:01;1234
991;1204;;2018/10/05 01:43:01;1234
988;393;;2018/10/05 01:43:01;1234
992;1452;;2018/10/05 01:43:01;1234
985;1031;;2018/10/05 01:43:01;1234
993;144;;2018/10/05 01:43:01;1234
986;132;;2018/10/05 01:43:01;1234
994;158;;2018/10/05 01:43:01;1234
988;1150;;2018/10/05 01:43:01;1234
985;1516;;2018/10/05 01:43:01;1234
995;320;;2018/10/05 01:43:01;1234
996;1099;;2018/10/05 01:43:01;1234
997;3065;;2018/10/05 01:43:01;1234
991;2666;;2018/10/05 01:43:01;1234
997;3064;;2018/10/05 01:43:01;1234
998;2062;;2018/10/05 01:43:01;1234
985;2938;;2018/10/05 01:43:01;1234
999;3284;;2018/10/05 01:43:01;1234
1000;2461;;2018/10/05 01:43:01;1234
1001;3202;;2018/10/05 01:43:01;1234
991;3204;;2018/10/05 01:43:01;1234
1002;3201;;2018/10/05 01:43:01;1234
983;3137;;2018/10/05 01:43:01;1234
1003;2984;;2018/10/05 01:43:01;1234
1004;2300;;2018/10/05 01:43:01;1234
1005;3960;;2018/10/05 01:43:01;1234
1006;2715;;2018/10/05 01:43:01;1234
1007;2775;;2018/10/05 01:43:01;1234
1008;2192;;2018/10/05 01:43:01;1234
985;2917;;2018/10/05 01:43:01;1234
986;2631;;2018/10/05 01:43:01;1234
985;2727;;2018/10/05 01:43:01;1234
1009;3388;;2018/10/05 01:43:01;1234
1010;3946;;2018/10/05 01:43:01;1234
1011;3947;;2018/10/05 01:43:01;1234
1012;4011;;2018/10/05 01:43:01;1234
1013;3431;;2018/10/05 01:43:01;1234
1014;4184;;2018/10/05 01:43:01;1234
1015;3861;;2018/10/05 01:43:01;1234
1016;3919;;2018/10/05 01:43:01;1234
1017;3405;;2018/10/05 01:43:01;1234
1014;3690;;2018/10/05 01:43:01;1234
1016;3521;;2018/10/05 01:43:01;1234
1018;3462;;2018/10/05 01:43:01;1234
1019;3506;;2018/10/05 01:43:01;1234
1020;1046;;2018/10/05 01:43:01;1234
1021;5;;2018/10/05 01:43:01;1234
1022;1615;;2018/10/05 01:43:01;1234
1023;110;;2018/10/05 01:43:01;1234
1024;329;;2018/10/05 01:43:01;1234
1025;1100;;2018/10/05 01:43:01;1234
1026;608;;2018/10/05 01:43:01;1234
1027;1739;;2018/10/05 01:43:01;1234
1028;1620;;2018/10/05 01:43:01;1234
1020;892;;2018/10/05 01:43:01;1234
1026;10;;2018/10/05 01:43:01;1234
1029;1172;;2018/10/05 01:43:01;1234
1030;1663;;2018/10/05 01:43:01;1234
1031;94;;2018/10/05 01:43:01;1234
1020;572;;2018/10/05 01:43:01;1234
1020;531;;2018/10/05 01:43:01;1234
1032;749;;2018/10/05 01:43:01;1234
1033;824;;2018/10/05 01:43:01;1234
1021;1140;;2018/10/05 01:43:01;1234
1021;1127;;2018/10/05 01:43:01;1234
1026;543;;2018/10/05 01:43:01;1234
1021;527;;2018/10/05 01:43:01;1234
1026;1271;;2018/10/05 01:43:01;1234
1034;1600;;2018/10/05 01:43:01;1234
1035;1591;;2018/10/05 01:43:01;1234
1026;1491;;2018/10/05 01:43:01;1234
1024;1299;;2018/10/05 01:43:01;1234
1036;1610;;2018/10/05 01:43:01;1234
1037;215;;2018/10/05 01:43:01;1234
1020;963;;2018/10/05 01:43:01;1234
1036;1584;;2018/10/05 01:43:01;1234
1020;959;;2018/10/05 01:43:01;1234
1038;976;;2018/10/05 01:43:01;1234
1024;1435;;2018/10/05 01:43:01;1234
1039;2365;;2018/10/05 01:43:01;1234
1026;2427;;2018/10/05 01:43:01;1234
1040;1848;;2018/10/05 01:43:01;1234
1041;1976;;2018/10/05 01:43:01;1234
1042;2023;;2018/10/05 01:43:01;1234
1024;1864;;2018/10/05 01:43:01;1234
1024;2469;;2018/10/05 01:43:01;1234
1043;881;;2018/10/05 01:43:01;1234
1020;867;;2018/10/05 01:43:01;1234
1044;1796;;2018/10/05 01:43:01;1234
1026;2544;;2018/10/05 01:43:01;1234
1045;2183;;2018/10/05 01:43:01;1234
1038;2131;;2018/10/05 01:43:01;1234
